,LATITUDE,LONGITUDE
2350,43.091345,-88.744231
467,35.546399,-100.116256
2813,30.04388,-90.63222
5452,42.1292,-71.5122
3414,41.786389,-76.445278
3359,42.692278,-84.679356
6101,40.0697,-82.40188
5246,29.4007,-89.0349
1513,33.4192,-112.11763
306,40.175383,-95.122361
7947,28.455204,-97.835704
493,40.5447,-79.7678
4033,32.778936,-102.950165
6091,44.292498,-88.340023
2496,33.656807,-84.423124
7905,42.512239,-73.630073
5697,32.57149,-90.069299
3327,39.4708,-79.40235
5079,38.38433,-78.65199
4522,28.65171,-97.90018
3876,36.644556,-87.437861
8673,37.533948,-77.452741
3297,43.8298,-91.26
3740,29.7726138,-95.514493
7719,32.46806,-94.073059
500,33.035137,-97.332832
2316,43.701389,-72.288333
3473,47.271365,-122.397262
8641,39.57929,-104.867
3463,47.26597,-119.55494
3376,32.0747,-81.05236
3607,40.28667,-81.46528
783,29.61182,-98.49029
7290,37.941111,-86.7825
1926,42.202637,-79.312516
2312,43.82506,-75.90396
1417,35.224323,-80.861806
5887,30.16053,-95.45639
7635,34.8678,-114.5317
6563,33.06522,-96.80369
2140,33.13023,-96.86507
1561,40.57,-105.09
5756,36.402929,-89.153684
2102,42.396463,-71.271237
5215,43.235238,-86.01343
6673,38.07191,-89.58914
4402,27.812178,-97.443544
1829,41.812778,-70.719444
4977,30.972222,-88.699167
7237,33.058431,-83.051382
8268,40.56803,-79.51494
6554,31.5758013,-91.3276422
4199,40.83557,-80.321971
7401,39.74565,-104.99037
3496,40.129795,-79.582262
4227,42.6544,-78.0772
1866,39.751341,-104.996991
4327,35.39892,-119.41218
4112,35.3982,-80.20477
928,38.20832,-85.79272
1900,36.04865,-115.38253
7907,42.1218,-72.0021
700,32.92548,-96.81613
4866,29.3511,-98.5753
1596,46.288137,-119.115336
4352,41.40332,-115.910116
6801,34.452306,-92.901806
191,34.73559,-84.94996
8437,29.72367,-95.24404
869,70.300735,-148.37037
8884,33.0875,-98.071667
6644,36.637594,-97.114139
3465,39.51827,-84.390926
7435,32.77214,-117.07191
554,39.125,-84.85545
7960,42.27352,-89.53912
276,37.237518,-76.652662
4666,40.129645,-77.172583
4493,31.9955781,-93.2986106
2615,41.068209,-110.759927
8029,39.273037,-76.618646
6099,42.583541,-73.867541
8351,29.380811,-98.590864
222,40.35932,-110.28605
5878,42.10469,-75.82226
7656,33.60344,-114.64339
5654,41.057024,-76.867564
2625,27.8187,-94.3228
3317,32.480516,-100.336402
5480,40.66715,-80.11272
3182,41.86392,-71.89399
7246,46.135318,-122.982824
7235,32.7877,-84.2544
8285,32.4524,-90.15393
5889,30.1261952,-95.4672962
1534,26.73547,-80.93593
2338,39.74369,-104.98777
1542,34.390327,-103.245506
3792,42.7654,-71.124025
5050,44.454601,-89.540802
1315,37.70884,-97.32938
4660,46.8841,-95.0601
1797,41.4514,-97.095
7262,44.324969,-96.905892
7904,42.766734,-74.461355
4369,36.51552,-121.4342
2014,35.8481,-90.7257
2568,39.10036,-84.50994
6957,31.121917,-96.31281
4048,40.8153,-73.0664
2302,34.98305,-78.78722
1713,70.4136,-150.0123
7552,28.861279,-90.828387
7936,39.09099,-95.69256
189,41.40646,-74.37313
6725,32.8981142,-117.2029363
6863,42.606295,-113.684501
7038,41.658211,-76.049513
4181,31.74221,-81.406519
8418,41.53668,-90.379678
7286,35.01422,-101.95454
4898,35.4317,-81.0347
8288,28.995833,-96.142222
2662,45.282282,-84.220915
7101,34.952597,-120.384126
2661,45.383944,-93.56825
5325,41.92257,-85.02341
6547,38.384817,-75.527141
389,41.646081,-112.431023
1123,33.599578,-95.33954
1511,41.51737,-90.84307
3269,32.96615,-96.82104
6695,41.597794,-112.172856
3683,46.78611,-92.70141
358,35.648518,-91.244662
3427,41.933677,-91.71648
800,44.68109,-103.8518
2264,30.4943,-91.21708
705,32.92548,-96.81613
7039,42.521667,-70.939444
3990,39.781162,-86.225313
1766,41.7694,-70.5097
7571,38.640316,-82.96091
7554,28.248144,-91.132519
2093,35.36272,-98.16746
3128,30.6327,-91.1171
6740,34.025026,-117.98347
2579,26.78417,-80.11914
2315,32.426944,-96.85
5916,33.2432,-115.498
8386,37.60599,-122.04237
4101,29.31117,-95.24525
959,37.76633,-96.89577
5820,39.14173,-77.21775
8896,42.2081,-83.1453
2634,34.290617,-82.812115
9104,34.92688,-120.48159
6933,27.800438,-99.504933
8983,43.287261,-107.621532
4360,42.503295,-92.35425
9201,36.7561,-108.05952
668,40.63381,-80.0646
7940,44.8378,-108.4054
2198,32.986764,-79.932948
6776,45.972611,-112.68975
1166,31.455605,-103.393389
7075,42.3048,-71.8015
414,33.188675,-97.135707
1046,42.788,-82.5332
2679,39.859473,-108.915996
7123,33.956548,-81.047512
5135,43.04212,-87.96307
5679,38.53034,-89.26392
5090,32.93476,-96.81801
3366,32.2433,-94.3427
8726,30.5517,-91.4678
2148,47.234413,-119.869914
7222,30.19714,-91.10277
948,29.939649,-90.348691
4128,30.34774,-81.7494
1794,41.000833,-92.391389
4078,34.175971,-119.066375
2397,41.335829,-96.11186
1056,33.98277,-96.0041
6850,32.53671,-92.75703
6423,29.731326,-97.754233
1826,32.148066,-94.274363
3222,39.495168,-80.127906
347,48.062189,-100.924361
8647,30.125259,-90.912628
8756,28.97157745,-89.51468148
5291,39.6051,-80.2837
2448,36.39893,-88.99401
2201,30.819862,-95.593021
7578,32.886151,-96.96491
1585,29.9729113,-98.9024603
8602,34.6063,-106.732
697,40.4591,-80.19626
3526,29.784471,-91.73295
4781,33.946295,-118.16704
5712,31.111944,-102.298328
6964,37.7315,-121.116
2738,37.096339,-107.769381
7514,39.938246,-81.246047
2731,40.244367,-118.391093
1651,42.090524,-72.590858
6239,34.92868,-82.07784
3848,41.700687,-83.50789
1865,44.19391,-88.47556
2833,29.8742,-94.9122
8121,29.75815,-95.36783
102,30.8325,-83.248056
8808,35.058281,-85.327606
7677,36.12602,-115.21338
8561,41.809983,-87.656351
6674,41.75,-72.6347
3748,32.375677,-93.366194
6447,18.2191,-67.1599
3897,29.75815,-95.36783
6078,47.772971,-103.540456
1547,40.2767073,-80.1651854
6995,31.7822,-102.2472
9124,39.4492,-84.4611
5097,39.26178,-79.42836
3267,32.96615,-96.82104
1028,44.31649,-106.3144
6228,45.85524,-119.66244
714,45.78413,-108.56738
5634,35.2646,-97.5864
492,42.5083,-78.0661
8398,39.67548,-75.74335
443,42.305176,-96.362271
658,40.4319,-79.085
7664,38.005965,-87.549475
2721,29.166548,-97.63449
6208,41.484373,-73.120623
4491,32.194066,-93.487309
2422,42.467498,-90.775634
7293,29.029458,-88.94272
6774,41.927778,-85.021944
6896,38.3121,-121.8362
1379,43.38633,-93.57196
89,34.323944,-99.818194
4342,42.054417,-92.897944
247,35.17237,-106.59347
3262,43.0483,-78.8539
6978,33.9636,-117.4528
274,34.22132,-118.48044
7231,32.526909,-86.929887
5077,37.330936,-81.128991
6499,32.205187,-94.153666
7466,37.36465,-121.94463
2746,30.7444469,-102.491284
2760,34.07,-113.6103
3413,44.786194,-85.845963
684,40.7864,-73.9133
7587,42.49891,-71.16311
8832,29.87197,-95.27117
447,39.12016,-84.79639
5071,33.056563,-94.186809
2682,42.3085,-87.86253
4575,36.151561,-95.989756
3145,41.48604,-82.06159
3865,40.372778,-84.190139
5189,34.703571,-87.201836
1074,31.893889,-95.937778
2119,38.08005,-84.53753
2582,41.8287,-89.4054
1270,36.0094,-119.3054
5134,39.45241,-84.4765
8637,29.74993,-95.48192
8670,28.97303233,-88.62598209
7194,29.115853,-91.871417
3580,38.0134,-121.79162
5342,37.2479,-93.1709
7508,37.581492,-87.483836
8353,33.936214,-84.53372
8337,32.823278,-89.534944
440,32.91593,-96.77249
4358,35.529964,-97.528757
1708,29.77791,-95.5444
3265,32.9737114,-96.7815237
4344,39.99382,-90.40482
497,34.866489,-96.352924
6114,45.5639,-122.56436
804,31.889867,-95.915317
8338,40.761111,-99.736944
3483,40.364235,-104.730316
4588,32.02994,-102.08741
5360,40.684667,-75.186167
4737,45.598844,-122.45232
5847,43.70818,-87.7526
6587,37.573429,-82.449911
1835,42.85324,-106.38899
8345,32.36561,-84.877639
963,31.3869,-84.0819
4198,40.610134,-80.232066
7287,30.4462,-101.4674
4143,40.762435,-88.014341
2518,17.714908,-64.776133
4085,35.5305611,-100.1140778
9062,39.744228,-104.9867131
696,40.4591,-80.19626
5909,41.03791,-88.910977
4869,40.416952,-104.675853
479,40.85112,-73.84435
7503,36.70833,-101.44166
6282,39.74454,-104.98486
4619,41.82027,-87.75163
5684,33.601832,-95.624767
3779,41.88271,-75.14098
2325,36.1819,-98.9942
7477,41.1706,-95.9692
4868,33.32282,-104.47889
5832,39.0025,-77.09712
8421,31.820019,-106.431044
6434,39.687732,-75.487665
8075,41.554204,-90.22459
2135,35.46884,-97.51645
6376,33.095726,-94.986905
1566,38.821033,-79.836516
2178,37.92627,-87.87223
5327,61.589821,-149.205408
4500,45.10477,-87.64984
8938,38.634635,-90.263237
1179,41.7769,-76.6285
7661,33.76466,-84.38826
2610,45.849,-93.352
4341,40.283058,-75.341965
4592,29.75816,-95.36782
766,41.085542,-87.880542
6489,21.349145,-158.064955
1168,27.3536,-93.3747
3546,41.5837,-87.4089
8959,35.05518,-93.36892
7629,29.95259,-90.08027
2577,35.7133,-80.6122
4561,32.136622,-93.92665
6568,42.582793,-88.043889
8175,36.96495,-88.38203
402,36.01195,-120.11535
1571,32.409368,-91.487253
9009,44.909945,-72.976094
4885,32.7047,-93.9597
6215,35.092222,-93.209722
7146,34.71917,-84.9672
8279,29.75816,-95.36782
109,42.849682,-88.07639
71,40.55359,-84.3723
5635,38.3889,-75.64026
3930,30.3039,-94.2527
7961,40.44979,-80.60923
1800,43.831262,-85.375625
1173,29.711089,-95.067028
8012,30.671703,-92.125385
8600,41.73202,-88.36622
3887,42.10498,-76.04715
8018,31.113856,-88.285042
3478,33.115639,-92.673361
6665,40.6188,-74.069
6601,35.274808,-97.115591
2754,32.663261,-111.035935
327,44.2729,-88.39311
2599,40.321556,-74.706222
4122,40.624821,-75.304345
1385,43.33033,-85.509633
5170,44.45507,-93.17066
5950,46.124283,-122.965439
689,31.369779,-83.014653
7354,40.378818,-86.792522
8415,32.61514,-93.92517
8178,30.45566,-92.53266
3322,38.982266,-82.234745
4218,34.600471,-120.454797
4569,40.73398,-80.92937
1595,46.651389,-118.871944
7348,35.99979,-85.05327
8390,35.48454,-97.49848
3686,46.11567,-85.444096
6519,35.659766,-77.358783
4044,44.55137,-123.25701
520,33.450707,-94.134356
2627,32.394059,-96.653222
5656,35.61378,-80.81426
8751,42.36012,-83.069
2720,29.369897,-97.270304
1024,39.7466,-104.99159
3641,34.8474379,-97.5680595
6090,41.080712,-92.475185
6100,39.14658,-94.61474
7919,32.5983539,-88.6916315
4046,35.18063,-119.4592
6999,27.814964,-97.594281
6300,36.805019,-76.282745
9109,44.518347,-88.011616
3499,27.940177,-97.262521
8431,35.9858908,-84.2805478
2360,45.5747,-95.9108
1701,39.355575,-81.299838
6988,37.245631,-79.871748
678,35.565478,-97.518049
4462,41.21967,-96.06252
7370,41.07892,-84.95702
2759,35.1708,-113.7027
8864,43.226364,-91.672622
8382,53.87824,-166.551311
1289,38.47661,-121.80385
988,30.165775,-92.059033
325,31.6912,-94.5833
7037,44.888355,-89.625821
294,41.349885,-84.359487
6604,41.781944,-110.332778
2884,40.602435,-73.762495
6077,44.564272,-123.278594
677,35.565478,-97.518049
35,44.95018,-89.63766
9029,48.37339,-114.19732
7001,43.2689,-77.6294
7026,36.4525,-77.6594
2869,29.380301,-94.894036
38,44.789444,-92.908333
3603,40.5661,-75.165
6157,36.27983,-119.79895
1979,37.7624642,-121.9814354
8438,41.49166,-82.875
1402,36.7623,-80.7516
7019,36.272314,-98.068343
4409,40.83595,-81.2741
5774,40.450662,-80.003102
7921,35.02237,-87.75744
969,33.48929,-82.24489
9066,30.19073,-92.00863
3124,28.044672,-82.301672
1473,41.68028,-107.98588
5649,42.175492,-78.391925
3186,40.455978,-104.857553
950,41.15393,-87.85444
8643,39.57929,-104.867
5456,42.18826,-76.97822
2124,31.437177,-92.233088
4743,34.649389,-92.297833
7523,37.0545,-100.89178
3294,33.065,-109.34222
5082,43.761089,-88.464103
2953,39.7435172,-104.9884114
7103,33.919897,-80.319677
1223,37.220511,-82.018916
4367,41.3044,-84.3393
7868,39.979354,-75.151017
7932,47.339475,-122.266766
6098,35.63372,-88.91031
5407,34.07091,-96.75503
4897,39.2038,-103.7005
2427,35.3306,-77.4772
4990,35.007353,-117.666952
8371,40.372376,-75.915056
1597,46.309448,-119.29756
2425,39.55762,-82.96377
5159,34.923436,-82.260666
8513,35.998093,-94.089991
4468,38.0381,-85.7153
3,37.236617,-83.18126
4201,36.32565,-82.32901
1508,34.6254,-120.4831
6735,43.6264,-88.4446
4120,30.341358,-94.3567
7240,40.611184,-88.181952
9208,46.4785,-120.2688
5511,40.857902,-74.202003
3161,42.78127,-112.37221
7387,43.635005,-95.566372
1660,40.765705,-75.225049
6588,39.059284,-78.97118
2176,32.02808,-102.09109
415,32.166628,-96.017302
3905,32.252687,-93.266645
6263,33.718056,-95.568222
6719,36.07565,-79.96503
1614,33.423167,-94.003778
2326,35.7892,-97.7445
4524,30.597189,-94.926715
6929,39.743663,-104.985311
1817,29.75788,-95.37013
5202,29.360893,-87.885833
6214,29.74013,-95.47309
5158,30.529361,-88.142056
1911,37.6953,-95.4586
7992,32.89847,-86.17175
4328,36.066559,-119.571981
3684,46.1006,-88.4687
5696,41.46339,-87.32624
4111,38.690583,-77.237391
8391,40.36682,-80.09976
4848,31.817976,-89.451315
273,40.103056,-82.993056
5443,37.092635,-107.576296
310,29.691875,-91.342885
2025,34.80839,-82.334338
1153,30.54716,-91.91549
6365,38.69892,-93.26053
3731,35.141499,-81.435018
3007,29.96696,-90.10196
4708,38.25634,-85.75418
6357,30.475434,-93.494409
777,39.122417,-94.474833
7610,43.606826,-116.491937
8877,35.6527,-119.8895
8066,35.95458,-80.72108
3219,38.958312,-81.925867
3560,40.96576,-76.60366
9207,43.227834,-77.411534
3010,29.7574,-95.36843
3766,33.79245,-84.46273
6643,36.7205,-97.0868
755,38.4082,-98.7054
7236,32.935978,-83.712688
571,33.866995,-101.866362
3892,34.55482,-83.46006
146,43.648333,-96.224444
4109,28.152355,-99.34216
4052,44.99242,-93.433877
6135,40.303195,-79.534661
233,36.204822,-95.868808
3924,40.796461,-74.428257
4391,38.4425,-78.871111
5621,32.285915,-106.725929
3087,41.72854,-87.59164
1242,28.699021,-97.828876
3015,40.3086,-78.1389
2224,33.7463915,-117.8604472
4000,46.7356,-92.1531
8450,41.401197,-73.96508
3994,29.75421,-95.36021
6890,30.621725,-81.547518
214,39.103,-94.2783
5024,33.364143,-92.716924
8469,41.44574,-82.12005
1846,46.908056,-98.623611
6244,35.810934,-97.687371
6700,61.18979,-149.8191
4631,27.2761,-98.1541
5136,39.085577,-76.676523
5764,33.560172,-83.197645
8479,42.535791,-88.601926
3102,37.859639,-90.518889
2299,46.3358,-84.444
5677,36.29856,-90.838983
1058,38.130462,-84.98666
5772,40.26582,-76.87643
3591,35.33902,-80.82926
5039,28.600964,-89.31131
5471,28.341535,-88.265687
200,32.65733,-97.32096
3357,39.147607,-94.604954
3538,29.729,-95.227817
2492,26.6566,-98.4836
5937,33.60055,-114.529539
6439,39.688082,-84.641051
764,39.71161,-75.60906
7941,40.795672,-85.859371
3309,39.05336,-95.557551
1739,34.05893,-118.44336
7066,42.575416,-73.853563
7607,30.299814,-100.644769
1539,41.859171,-90.258613
8022,35.18063,-119.4592
2236,32.8695051,-96.7895574
3567,35.74506,-86.95263
6483,36.92327,-119.97549
3571,30.18117,-96.47723
7889,43.20541,-86.27037
8765,35.62446,-96.58129
5628,39.8557,-84.8317
5223,13.51077,144.826955
7257,41.2755,-92.8758
5173,34.826431,-87.670351
1912,32.630257,-103.873545
2794,42.60008,-72.37838
7547,39.451,-75.0578
7991,32.67078,-86.718256
8795,38.83889,-121.34473
2088,58.866569,-135.105727
2382,44.94333,-93.09682
2645,28.813892,-91.738996
2767,32.10882,-109.66503
512,41.19502,-96.48368
53,39.7312095,-104.9826965
1353,40.416761,-86.845658
979,31.146135,-101.270876
4770,32.52603,-92.64971
9214,34.9733,-81.2022
1467,40.130922,-104.758947
8439,30.38179,-81.63793
6968,33.530389,-93.802694
8623,33.85896,-81.70832
2377,41.38164,-81.62357
5109,34.176274,-97.169067
3090,37.940288,-100.774262
565,45.23715,-93.42943
7323,44.873593,-88.14389
6722,35.389485,-86.310046
1241,40.0753,-74.8781
805,38.651945,-75.914445
4691,41.734287,-89.294905
2992,29.75608,-95.36433
2822,32.91593,-96.77249
7478,40.81476,-80.04373
4675,33.019699,-116.837799
8032,32.127458,-96.085153
6039,38.20904,-85.25669
6948,40.2767073,-80.1651854
4445,40.01264,-82.46281
3404,29.000964,-89.858925
3377,44.7153,-108.186
6038,39.331402,-82.113899
7100,41.09475,-75.32632
7532,34.71719,-84.96726
4657,45.806906,-119.366219
4618,40.33841,-80.606852
6893,37.195833,-86.716944
1875,29.639182,-95.208525
410,29.61619,-98.48208
5997,32.3817587,-94.7070616
5210,41.7,-78.48
4817,34.239953,-116.37028
7576,44.0281,-92.4597
1559,30.149365,-90.872875
3069,42.569552,-83.033734
1104,32.234479,-93.68189
487,29.74013,-95.47309
3755,31.335,-90.220292
1128,39.711329,-89.270344
5485,30.1889,-88.1207
2259,35.36334,-119.05781
5165,30.71381,-88.10316
7234,32.611559,-84.821945
7690,40.0914,-104.8819
5280,35.558773,-97.638537
4245,33.49944,-117.16294
4652,34.5463,-114.339
1329,34.604444,-81.418611
8003,38.301905,-77.96227
4374,44.980464,-68.724728
8563,37.54257,-77.42427
2785,28.7875,-95.943056
2273,41.19521,-73.88813
5259,47.535981,-111.412452
4506,32.60457,-81.74026
265,40.41754,-122.35787
1271,37.49033,-120.88539
97,37.80725,-94.585301
7193,28.316785,-91.908952
2223,37.256434,-79.482325
5870,32.1082,-81.14691
5132,31.5933,-84.08805
6241,33.791669,-118.352439
6524,45.02851,-84.67716
226,61.0861,-146.3889
8531,33.996305,-81.027157
8429,40.86,-72.86958
8994,31.99906,-102.07688
4191,38.061111,-78.883333
3230,39.65022,-83.1657
5221,36.59803,-87.26594
8704,39.7061,-105.1367
8436,41.65164,-87.4743
3441,47.583604,-117.568511
2529,39.4967167,-107.6452085
3253,40.73232,-73.38133
3382,33.137048,-91.967003
8957,37.78511,-84.86541
6429,41.536812,-72.561543
6061,42.866748,-112.414601
2733,28.8308,-89.4061
8224,29.011238,-97.146757
8381,40.411133,-80.40839
6351,32.375361,-88.610222
909,36.00463,-86.5991
4887,39.119136,-80.455361
8532,29.31142,-94.77479
2308,31.957737,-106.351547
1031,40.220033,-96.745841
4080,34.57522,-92.53173
7132,42.972146,-82.422355
352,40.208427,-80.264771
1869,29.7574,-95.36843
6226,38.68034,-121.75794
5733,43.996167,-84.798074
7358,39.608712,-105.997922
140,44.93505,-96.05722
1802,35.08573,-78.84788
4520,26.5662648,-99.1151801
1292,35.347587,-96.803468
6840,38.21078,-85.84149
6481,34.832417,-120.416595
6615,35.598004,-77.427323
5087,32.93476,-96.81801
4246,39.125992,-94.57328
6165,35.30749,-84.78167
630,42.127451,-71.513599
2871,32.76655,-97.26368
3021,35.612006,-97.607207
7337,35.3043,-110.8471
8636,29.74993,-95.48192
5207,39.483459,-81.098483
2665,40.99318,-80.34704
4816,28.726014,-99.037991
7672,37.199625,-95.77212
8255,36.835784,-120.45339
4812,45.844914,-119.670771
5060,35.3881,-84.5856
4336,32.40107,-97.40798
1877,35.543891,-96.647746
5593,43.088056,-70.767222
4986,36.09154,-95.92897
8718,38.22127,-104.708434
8557,43.95997,-88.906399
1160,36.20416,-85.94222
3132,30.15541,-97.67434
5625,38.659038,-86.764844
5591,40.10465,-74.82958
7250,35.697861,-101.355306
7977,29.26632,-98.54661
6475,32.1575,-89.979528
2630,33.843333,-118.232844
3220,40.10824,-87.53822
2573,35.199871,-93.78415
3584,29.608798,-98.041063
515,29.593197,-96.485878
1840,34.87402778,-96.05205556
5204,29.233588,-88.664945
6713,28.8845,-90.0245
7313,36.731009,-78.428012
1330,33.89479,-118.16474
7253,36.01745,-83.20576
7168,33.090278,-80.341667
6379,35.12388,-106.6329
2429,37.350627,-77.291096
6292,40.26443,-76.67393
7108,43.6357,-88.735802
3149,42.58344,-83.04989
5831,41.398517,-72.087231
4516,29.9222,-95.0544
4340,40.380206,-85.091221
1141,38.3902,-85.4133
4318,33.6039,-101.8408
3973,32.243782,-93.283328
2123,37.36375,-77.39516
1197,33.62022,-81.84952
7911,41.7694458,-78.4297187
272,43.1691,-76.3112
665,32.435579,-87.437723
8183,36.2379,-89.0298
7906,42.0336,-72.63702
2062,36.23045,-115.12944
3638,44.443738,-71.187308
5068,35.159551,-89.959858
405,32.894,-111.78312
2644,28.979049,-91.4727
6085,41.748577,-77.287938
1162,33.187389,-93.332417
6168,32.78705,-96.80382
5190,45.932583,-94.42844
6092,38.13699,-85.72056
3781,36.189037,-80.287502
8705,40.58125,-73.97456
4759,32.410556,-94.701667
5473,46.9032,-114.0137
9231,13.543124,144.89113
8245,31.037615,-102.222303
3152,41.775968,-86.654864
6936,36.970042,-82.604399
7670,37.77,-87.11
2854,39.842346,-104.489113
3133,44.107014,-69.104236
6660,42.235,-70.9672
8593,34.0946,-117.51326
288,40.901819,-91.967609
2651,33.423639,-88.395083
5006,38.65972,-90.19248
3351,42.349738,-96.352028
2295,34.73954,-82.39152
4850,39.434794,-84.230723
8621,34.838212,-78.035077
9152,35.2864,-92.7546
224,38.88321,-90.14503
1295,39.2294,-74.7749
1898,33.97806,-83.33398
4075,29.5808,-90.7222
2827,40.031875,-95.233
4617,31.66526,-99.0004
7105,42.891944,-97.350556
6679,43.08695,-79.01172
7880,33.177222,-92.719167
5529,35.12973,-92.69813
1113,35.0361,-114.1594
5885,40.0708,-82.1949
8079,42.509748,-92.26207
2288,37.6831,-98.4648
4863,35.29357,-77.71334
3615,40.004927,-84.803292
8586,44.1973,-85.2174
4277,32.783323,-91.90935
367,30.408671,-87.250165
653,29.749708,-95.48197
8836,33.528007,-87.457407
8246,36.040896,-114.995766
7934,40.271251,-74.782693
5569,31.158936,-101.096615
1217,40.4638,-80.044
7201,39.74454,-104.98486
7688,42.46902,-79.34162
598,35.7481,-99.202
3993,43.836848,-85.42409
1945,35.53376,-97.52976
2668,30.34761,-96.07461
32,31.671177,-98.996513
3278,32.46736,-93.52596
8650,40.216903,-74.765378
7451,32.500534,-104.069167
548,42.53093,-71.14964
6876,40.2767073,-80.1651854
8562,37.7531,-121.7229
2578,53.892656,-166.53787
4276,39.908167,-87.415361
987,29.960188,-95.558799
8116,31.6529,-102.2616
7873,39.46114,-108.06665
2676,35.46901,-97.51645
5650,42.088074,-77.783981
3352,37.65701,-122.37822
7289,33.56444,-85.07
8303,29.752554,-95.3704009
2445,46.30203,-120.01613
403,32.854676,-94.59315
2763,32.6228,-110.7559
6654,34.170552,-103.36991
40,44.879677,-94.359598
7399,29.75507,-95.37031
7597,41.51284,-87.61855
3913,41.925474,-72.687405
2188,43.05984,-85.94879
8788,40.300479,-75.911187
1163,33.310999,-93.490239
1496,40.83562,-115.72888
7249,33.370282,-82.013845
5676,35.205472,-91.771111
2118,38.8269286,-79.391605
4061,36.6823,-98.6383
6809,34.508,-91.531417
4356,37.92905,-85.652687
5397,43.00655,-84.37922
3891,32.27766,-86.32957
8493,31.629139,-90.753194
4248,36.032491,-80.228696
4403,39.21594,-81.1591
1345,42.07703,-94.89796
8577,38.18424,-83.55324
5761,40.655278,-80.356389
6768,40.081883,-85.114926
9128,39.0717,-87.0128
1792,41.983851,-91.667123
2018,38.0296,-78.47772
5699,40.775058,-74.123042
1326,40.2469,-103.7756
5658,37.52219,-99.96112
8483,41.317005,-105.571106
4293,39.8233,-89.5888
7245,33.65099,-85.85197
7649,41.7181,-87.5449
5819,37.1592,-100.7625
7984,29.241,-89.0764
7815,28.56084,-97.84955
4614,39.977742,-107.763621
5144,41.33645,-74.52533
117,44.837534,-91.367144
7292,29.044284,-88.9666
1938,32.80333,-83.63531
6081,29.9335594,-90.0700051
5680,39.79215,-88.5875
1648,42.468401,-73.194143
8276,32.861516,-96.806516
986,43.839011,-111.783798
4774,29.63914,-95.04694
5512,40.87991,-73.88066
2275,46.430797,-94.068195
2144,41.01231,-76.85789
7855,39.82359,-84.16935
3645,47.980171,-97.117604
1682,44.298198,-120.915862
8888,26.4273,-90.8127
7178,41.260556,-110.806944
4087,37.16652,-101.32745
5084,32.9309279,-96.7949137
1626,42.629789,-76.071315
3333,27.20381167,-92.20263611
6791,41.305813,-88.591058
4719,41.70285,-71.16312
1560,42.808208,-73.729237
477,61.17697,-149.87559
7499,34.696305,-85.986151
309,41.21009,-90.43646
4518,29.825641,-93.965034
1615,34.231289,-88.711904
6866,27.79078,-99.59823
4492,32.194063,-93.486667
8108,30.273333,-93.156944
8725,30.497611,-90.828821
8520,44.898706,-68.673324
6014,33.1403,-80.36284
392,39.41653,-74.54036
8722,47.403681,-120.1657
39,34.708919,-92.239492
5470,28.86467752,-88.93079054
6159,36.850693,-120.644469
2559,32.521759,-93.214269
799,44.82434,-108.14365
8695,28.21982807,-92.79438984
4849,39.48695,-84.22305
7216,33.133614,-89.068889
7189,43.706812,-92.999888
8806,32.74459,-96.80834
3184,32.450962,-83.598408
8585,44.6802,-83.4188
2835,38.108776,-81.570611
7973,39.853416,-104.767499
8343,35.47193,-93.455932
4942,40.700806,-79.492886
8111,31.25577,-100.89031
6050,36.1199,-97.088842
7516,41.16543,-79.10101
4941,32.159947,-94.018881
4363,39.32907,-76.61791
4404,39.2147002,-81.1857736
921,44.301038,-96.790681
4029,36.08211,-102.50911
290,41.897126,-86.534271
7841,34.978335,-95.68789
297,38.82909,-97.09359
5346,37.084613,-82.37256
3284,47.08187,-122.3649
2116,38.343046,-82.551047
5245,29.3999,-88.9697
7900,42.67698,-78.82736
6892,40.33243,-75.95001
299,37.61422,-99.396874
8813,35.25302,-96.21636
7329,38.38066,-77.413488
3665,44.737642,-90.577949
1311,40.4584,-104.87399
3082,45.108,-87.607
4255,43.59931,-116.27418
8874,35.35428,-118.92924
3768,27.3038,-92.4617
5537,32.40613,-103.94702
3583,42.479524,-94.145894
6319,34.7143,-114.4932
6164,43.08319,-79.03314
2037,37.54149,-77.43497
5636,40.01463,-75.05434
4301,43.268056,-73.592389
6987,37.5767,-81.5676
4353,40.175905,-80.274784
4847,32.42,-103.6
1453,30.8439,-90.0443
8517,40.0076,-105.2693
5387,36.15774,-86.76984
7788,37.291716,-87.05216
1375,45.997706,-94.8606
2714,29.75894,-95.37096
1382,21.156814,-156.867179
7458,31.275,-90.374722
8478,44.55683,-92.48342
4705,36.832771,-89.9412
1322,34.346957,-86.289602
6573,38.767533,-97.613043
8098,35.46883,-97.51734
7869,40.00436,-75.1498
8378,33.324417,-92.688694
6585,35.15171,-80.83983
5138,34.65874,-82.80247
8640,29.74993,-95.48193
1602,30.2791,-95.3658
7890,32.91593,-96.77249
7308,30.928,-85.427
4337,41.372514,-89.138584
7711,48.3271267,-102.4288062
6036,37.410393,-86.935151
3813,44.97206,-93.25783
4775,41.720278,-81.273611
7418,34.985716,-78.461733
5610,36.04591,-87.34319
2643,28.982538,-91.483651
600,39.6692,-105.0018
2297,31.321,-92.4626
4931,44.77561,-88.62285
2141,33.13023,-96.86507
7229,32.31585,-88.18279
2810,39.837605,-75.37294
949,38.40497,-96.17098
2033,35.603247,-95.890227
7680,32.02994,-102.08741
2355,36.25488,-119.64794
484,25.70536,-80.33467
2205,31.7569,-106.375
