,LATITUDE,LONGITUDE
5398,43.94,-86.4247
3017,29.94751,-95.40587
3000,32.3194,-96.6739
3035,43.1047,-70.8044
220,30.526504,-91.748383
2604,36.1941,-95.8117
4291,61.1659,-149.89989
6951,40.8153,-73.0644
4808,40.0613,-74.1686
1838,44.551986,-70.540525
1788,41.538347,-96.102488
3852,41.0633,-111.5317
6140,38.87278,-87.38865
2513,35.7867,-114.9928
8895,38.1381,-81.2784
1853,29.752,-94.923
9095,47.37656,-103.07779
8448,40.915575,-112.734241
3853,34.76754,-96.69652
1442,40.8249,-111.9238
8944,29.9994,-90.4758
1184,28.42054,-99.259391
4116,21.309854,-158.111997
6883,47.7861,-116.9214
4483,40.715359,-75.400859
9006,37.5392,-76.8053
6900,37.23782,-107.82274
2512,32.9042,-111.7889
1364,36.022505,-83.834408
9033,40.7817,-76.1781
6609,31.99748,-102.07744
6960,31.8047,-106.5472
6000,27.8182,-97.4189
7362,39.54764,-110.39079
5356,34.0533,-81.2178
44,35.46735,-97.5145
7005,39.7183,-76.1606
2896,32.8022,-115.54
7511,36.072867,-95.922253
6683,30.139164,-93.526936
227,31.153556,-87.975147
6067,36.15106,-95.99127
2434,39.430417,-91.022556
3342,35.071319,-106.392283
4497,39.8439,-75.3575
1296,29.545278,-98.421111
1105,44.8108,-93.2501
4234,38.5857,-75.2341
4302,32.16,-110.9047
7069,32.74751,-100.95855
5033,20.801363,-156.49269
8614,43.0303,-87.9233
2973,33.520058,-86.807637
4625,33.3544,-111.9364
999,29.9601879,-95.5587992
9191,31.9916009,-102.0832543
1370,32.4152,-83.6333
7027,44.75505,-93.01016
2653,33.26584,-92.688678
8581,18.330248,-64.960173
240,47.435833,-97.0625
2049,36.0875,-115.0507
1664,33.9444,-78.0125
4073,35.5089,-97.1789
2510,39.74933,-104.99275
6646,37.83464,-88.83582
809,29.7530996,-95.4621203
156,32.4478,-94.6875
122,39.588493,-81.682523
3194,39.7779,-83.9661
8804,37.04659,-88.32708
4531,37.777013,-99.929746
8949,30.4408,-89.0265
1935,33.222752,-86.806502
3860,40.886022,-111.904759
4317,41.7917,-83.4486
2605,34.32319,-84.24657
3176,28.928585,-95.315566
2978,32.861516,-96.806516
5614,39.62,-119.2628
1278,32.470833,-93.790833
5019,41.27697,-89.31724
8931,31.2622,-88.0052
6846,40.3883,-91.3953
1101,38.2667,-77.3147
2588,29.964823,-90.26462
5298,39.74714,-104.99658
6561,28.649752,-96.539848
4772,41.4426,-87.7515
2784,41.807364,-90.295307
4878,31.731089,-97.552025
3901,29.75815,-95.36783
8248,41.6417,-71.17
4739,33.200091,-92.675095
9087,36.08256,-95.67245
1047,37.4964,-77.4319
153,27.813911,-97.472347
4565,42.3633,-71.0792
6747,31.2194,-89.3933
4797,35.6578,-89.3964
9089,36.08256,-95.67245
2070,35.1706,-81.4161
8085,32.5892,-84.6917
8376,33.103834,-86.798859
4697,43.1731,-93.2058
3383,44.4925,-88.0323
3931,45.7578,-107.6
5924,40.0969,-85.9714
2002,36.151561,-95.989756
6139,38.85679,-87.42362
9238,37.2144,-76.4611
4572,35.42686,-118.99222
5295,39.74714,-104.99658
5734,47.286,-91.26
58,39.74846,-104.99402
4754,36.271838,-95.222539
6182,28.4422,-81.4119
157,30.21023,-90.99085
2801,38.415722,-85.749361
5466,46.1403,-122.9842
5370,39.910727,-108.294316
8309,41.59206,-109.96818
29,35.46735,-97.5145
1641,39.7337,-86.1888
8195,32.246389,-97.550828
7152,30.79742,-88.08354
3378,31.625853,-90.0839
8132,29.75815,-95.36783
2774,40.442188,-80.000854
6333,34.77626,-112.08018
1902,36.4838,-108.1199
3636,38.1245,-78.2031
2331,39.74369,-104.98777
5945,40.439,-74.3444
1478,27.8103,-97.49828
5301,39.74714,-104.99658
8280,29.75816,-95.36782
4355,37.23434,-82.03706
360,35.794009,-91.718918
1983,41.0949,-104.9063
5844,41.7749,-89.6067
4795,38.064527,-77.508465
3443,29.9761,-94.2183
5113,42.7178,-84.4836
8868,44.404,-89.8255
6277,35.37745,-76.778816
4640,41.1809,-84.6048
461,42.28689,-83.15642
2435,34.0386,-83.3972
3245,30.068694,-83.52375
5025,38.02176,-122.06579
4129,37.144682,-107.784839
9180,35.46882,-97.51734
2199,29.6331,-96.719424
6917,36.6531,-114.6364
4274,33.99919,-95.10972
2553,34.9811,-112.376291
5285,13.463579,144.678216
9008,32.175,-85.0311
1818,29.75788,-95.37013
4846,35.61069,-97.60779
8141,35.7433,-84.3208
2095,37.2939,-77.2697
8892,31.99906,-102.07688
8980,38.92855,-107.44676
7280,44.797479,-95.17197
1933,36.0419,-87.9753
8146,36.1592882,-95.9964783
2159,70.2883,-149.8858
8238,27.7447,-81.85
31,39.74846,-104.99402
4880,29.681944,-98.181944
7138,39.195036,-80.062572
2546,37.3767,-121.9508
6230,40.555,-89.6628
1336,42.2774,-83.128
7772,39.47215,-84.39693
2567,35.22476,-80.84901
3587,33.3503,-91.1181
837,33.23925,-87.65326
6173,41.7767,-110.3425
6621,34.1661,-102.4114
1259,29.68576,-91.473179
3869,30.22847,-91.05435
5145,46.323539,-96.61592
2486,39.8275,-75.38728
4287,32.4167,-86.4667
1078,40.7469,-73.4994
8886,39.74846,-104.99402
3467,32.486859,-92.151686
6022,30.0175,-94.033889
8460,40.3372,-79.9108
5530,41.4092,-88.3292
978,27.6067,-97.3119
5083,37.05705,-100.92224
8170,29.74013,-95.47309
2337,39.74369,-104.98777
4158,29.598883,-95.013606
1174,42.396463,-71.271237
1014,32.2831,-90.9306
903,43.173752,-83.839145
7396,30.0444,-93.7716
6437,29.37815,-94.90251
591,32.74631,-97.3416
9058,42.8543,-88.7297
6708,44.5397,-88.0083
3437,45.8114,-120.833
4802,39.7246,-94.8773
4951,47.79674,-103.577316
5364,36.6009,-78.53
381,47.56799,-122.34255
190,31.580112,-87.490073
4280,34.253386,-85.329071
2228,43.0839,-79.0056
2214,30.225083,-91.069424
1425,34.840301,-78.838889
7131,41.8023,-70.7875
7950,27.569714,-97.83493
9049,38.1715,-88.6025
6822,29.93642,-90.26657
7510,42.5744,-73.8592
7400,38.511,-121.4735
998,29.960188,-95.558799
7555,46.5314,-87.3917
6642,28.012621,-81.841865
9093,36.08256,-95.67245
4289,32.425,-86.8694
5510,31.8403844,-105.92299
1949,35.53376,-97.52976
1678,35.4673582,-97.5140966
6918,38.54591,-77.77227
3155,30.501722,-91.185833
6841,29.73,-95.102778
59,39.7480769,-104.994564
7317,41.48553,-90.82278
2799,40.7381,-74.1266
8036,33.730556,-88.4525
1253,39.3269,-76.365
5892,30.16047,-95.455938
2407,44.08401,-69.157238
7071,36.044452,-115.007662
1112,36.223139,-114.881032
1389,37.94499,-86.78777
3216,39.668919,-80.264397
5000,39.935265,-76.823642
6927,35.2964,-84.7569
5174,40.232904,-74.111831
9044,38.064816,-88.089535
905,28.394748,-80.829327
3919,32.7278,-97.2186
322,31.88,-110.24
5267,44.1965,-94.0099
2649,64.67145,-147.0492
5382,43.1411,-71.4692
2894,61.605,-149.1192
574,39.752016,-105.000734
5572,29.78388,-95.53543
7118,38.5306,-121.399
4284,33.8872,-80.6397
9126,32.353117,-93.915805
3406,33.242778,-80.442222
8785,39.0522,-95.5669
8853,39.977742,-107.763621
169,29.757778,-95.023056
3372,29.681083,-81.680217
9076,32.8486,-94.5469
4136,40.437678,-111.834864
5737,70.490882,-148.697704
46,35.46735,-97.5145
749,39.487297,-108.111356
4288,34.3528,-78.2028
6749,38.2636,-85.8381
8688,32.44889,-84.38639
6466,48.828707,-122.685533
2773,40.442188,-80.000854
28,29.78037,-95.6295
6035,38.6954,-77.2407
5439,36.15307,-95.98943
4314,29.6467,-82.3219
4179,32.10387,-81.123062
6981,38.793745,-79.481638
4785,29.816654,-95.107603
5522,36.4375,-99.2208
2487,32.362643,-95.280179
1083,31.0717,-87.3629
2083,37.7624642,-121.9814354
2838,39.8746,-75.1592
4012,29.75816,-95.36782
3543,35.99,-115.09
8361,35.034799,-117.700341
9224,33.4622,-84.8986
2933,33.22345,-97.7372
2935,32.79866,-96.80541
5961,40.6917,-75.4792
4870,47.6788,-104.1569
4257,33.3286,-81.9537
1149,33.6157,-114.6865
529,48.591667,-97.175
3367,61.2305,-149.71578
7793,30.3764,-83.1806
6119,29.835111,-93.963542
9002,30.142433,-85.620566
5693,46.122749,-122.974048
2996,29.75608,-95.36433
6557,39.4422,-76.2208
7603,34.387,-80.0663
5785,36.355216,-76.81115
3721,43.1056,-82.6964
228,43.6043,-116.575
241,46.903056,-96.759722
4730,41.639479,-88.102984
1495,26.398165,-98.129239
7398,29.75507,-95.37031
1504,36.1089,-79.72148
8811,30.3387,-94.06635
4552,36.4769,-77.6414
2174,32.02808,-102.09109
5794,35.901866,-89.775643
2954,39.74369,-104.98777
2171,32.02786,-102.09198
3390,44.614453,-123.936832
2976,32.861516,-96.806516
5464,37.923056,-81.833333
2678,46.4481,-87.6009
1432,64.84689,-147.73334
576,39.75231,-104.99906
1061,42.0476,-72.6478
7064,32.3102,-86.5242
8870,34.758176,-87.586958
239,47.925833,-97.006111
8810,32.276643,-92.727371
2209,29.958889,-90.270472
7723,30.35408,-97.80067
238,47.764444,-96.6325
3436,63.8549,-148.9496
9003,30.420643,-81.600565
2710,29.75894,-95.37096
8482,64.821667,-147.621667
2872,40.455,-78.7472
6464,36.241247,-95.278349
7682,35.1009,-98.3524
3285,47.0864,-122.3644
5428,40.474236,-74.394844
2104,39.760555,-105.215
4875,29.53206,-98.48489
7115,32.14389,-81.14666
2515,42.368645,-83.051749
3997,48.3465618,-102.9789899
2545,41.4908,-78.6767
6715,40.4172,-86.9117
4494,40.6417,-73.7778
2263,41.889223,-80.763715
1807,39.001667,-87.396944
2600,35.4202,-119.05266
5151,38.827901,-84.758804
2468,30.3036,-97.6128
2985,39.7479,-104.9933
5233,39.4522,-84.465
6122,28.861921,-96.020763
6054,33.9378,-117.8375
4948,32.25,-100.458333
5278,29.54584,-98.58896
2298,25.835883,-80.356201
6980,37.0719,-94.6986
7944,44.2829,-88.2518
719,40.5236,-105.02021
4858,43.3064,-73.6208
793,39.12929,-82.465678
2160,70.3981,-149.8158
8490,39.56501,-104.86522
2709,29.75894,-95.37096
1213,35.5438,-89.198
6613,37.1583021,-104.5655273
417,30.3288,-91.2792
7060,30.1619,-84.2014
1267,30.1338,-93.3206
3914,38.97313,-95.235888
5311,38.5283,-77.7681
2489,35.8619,-90.0253
3472,46.32847,-111.61741
5580,35.56982,-97.50922
400,41.41781,-88.30372
5935,38.727778,-85.072222
3928,27.6364,-81.9636
1763,35.535,-98.099
1281,46.6915,-92.072
4092,41.2033,-76.0683
2988,29.75608,-95.36433
1053,31.99906,-102.07688
4874,29.5516834,-98.4952228
5150,41.3963,-82.5477
1528,46.429589,-116.973741
5553,32.7253,-96.9361
1643,40.738356,-73.593495
4263,33.364166,-79.303279
9001,34.1519,-79.5587
6979,38.1933,-82.6042
4482,40.766791,-73.510559
6004,29.3078,-98.3244
7134,33.6567,-84.2599
27,35.56719,-97.49827
5941,32.240769,-93.654867
7054,37.6341,-122.1326
5995,38.2387,-108.5083
6485,35.0442,-88.2652
4738,41.46352,-90.68497
380,46.54448,-111.92062
2922,39.887568,-80.193544
7703,36.5852,-90.1779
2475,44.3961,-96.5333
6737,31.8414,-102.315
5778,35.941463,-89.712694
4564,32.7976,-88.6057
5908,35.2825,-101.7458
8817,39.26994,-76.63041
3018,29.75608,-95.36433
785,32.0631839,-102.0375564
8426,37.180556,-80.541111
5030,42.156,-72.5292
4591,29.75816,-95.36782
3675,43.704601,-88.384912
2783,41.412897,-88.329773
981,40.981115,-116.37644
60,29.77455,-95.61949
4224,43.25,-73.8125
4173,45.543333,-122.917222
6459,34.20915,-119.14208
8582,17.750141,-64.714793
4559,40.7375,-74.1
7107,44.703333,-69.648889
6352,42.764945,-82.746507
432,35.09233,-119.407371
4171,33.24549,-111.88068
8294,45.944769,-111.477076
3012,29.7574,-95.36843
5299,39.74714,-104.99658
4923,29.752554,-95.3704009
1048,42.0925,-71.4833
9187,32.7784997,-97.3570576
6306,44.116343,-103.281142
3283,33.7183,-117.7023
8929,37.38339,-87.61172
128,33.6436,-117.9788
6570,39.97907,-75.14869
5786,39.9747,-86.8301
4637,42.49756,-73.813652
7295,32.504129,-82.844859
2986,29.75608,-95.36433
2121,39.95745,-83.00355
6515,31.99844,-102.08054
4641,40.687646,-75.506305
3738,30.16115,-95.45389
2967,31.99742,-102.0793
7316,30.943048,-88.012823
7882,30.09862,-97.75248
4938,43.1622,-78.7453
916,36.603075,-82.153334
6120,36.51873,-97.83689
6796,44.78065,-85.63963
2300,34.63147,-87.03843
7525,33.9486,-85.2769
5254,33.9983,-118.2219
1751,47.523611,-111.294167
8972,43.0751,-89.4251
6922,40.680557,-80.111674
1260,30.7492,-92.2532
1946,35.53376,-97.52976
1088,38.1707,-82.6176
5405,38.74876,-77.51142
1706,29.77791,-95.5444
9034,41.162404,-73.208494
3613,36.2454,-88.612
4721,32.6953,-103.2853
7441,35.1268513,-119.1855785
6651,40.9503,-73.0786
1170,35.665516,-101.435748
821,40.838386,-111.921443
1263,32.535981,-94.399072
1090,32.273133,-101.405326
8596,29.13633,-81.10063
4254,28.2628,-81.5486
8084,39.7286,-84.2106
2200,33.63,-97.62822
1323,39.8242,-84.1747
8827,26.068889,-80.203611
4335,32.1742,-103.1741
7655,34.05306,-118.0818
1339,41.75017,-81.28281
2389,44.3143,-89.8962
2329,39.74369,-104.98777
4389,31.9636,-102.6018
4583,40.5058,-81.538
1372,18.02305,-66.63888
7797,29.9443,-95.40435
3435,64.735968,-147.348622
5341,31.928504,-106.4076
1503,32.771292,-96.96002
8663,40.836389,-76.030833
4018,70.458965,-149.441567
4915,29.752554,-95.3704009
2802,40.734521,-86.433441
5234,41.28298,-82.88773
6825,42.156323,-83.212122
6555,29.7801889,-95.6090009
3415,44.481161,-73.107627
7956,40.780505,-81.397259
3741,29.85528,-94.9124
9086,36.08256,-95.67245
2994,29.75608,-95.36433
6633,39.3328,-81.3639
8828,41.277115,-73.942428
7808,29.9414,-95.5333
8665,28.7883,-97.01
8737,32.54992,-96.66561
6232,37.79134,-122.39604
5365,42.787245348167,-105.619030878822
2257,39.74369,-104.98777
3093,30.355,-88.496111
8990,32.453775,-87.977104
9244,32.643022,-103.8088667
1939,35.0727,-81.613
868,38.93268,-107.54603
4430,41.15647,-104.76581
3456,41.399581,-91.060024
1218,31.165675,-81.522233
4673,39.74874,-104.99802
694,40.4591,-80.19626
4485,41.427594,-75.592816
4268,30.60539,-87.322938
6080,40.850407,-81.766314
8207,39.74714,-104.99658
1741,33.7415317,-118.1941785
1644,21.3042,-158.1078
230,42.53382,-114.43737
7342,41.124348,-85.395659
7501,32.9312475,-96.84046
5719,41.56517,-84.03754
8135,29.75815,-95.36783
8522,42.2808,-83.7342
1893,33.051743,-80.054289
2167,29.78754,-95.61767
5999,33.23375,-87.50693
9182,35.46882,-97.51734
6870,30.147688,-93.335266
84,26.29555555,-94.89777777
179,40.82926,-79.94273
3527,30.395809,-88.189978
7856,40.37909,-86.83882
165,38.026667,-122.067222
4267,30.19347,-93.79798
6914,28.4272,-81.5803
4100,42.97,-78.93
6206,30.58348,-91.240545
9251,42.4776,-87.895
7422,36.15748,-95.99569
0,39.74431,-104.98858
229,42.611671,-113.757423
4768,30.196389,-93.306944
3324,35.490278,-108.425
7735,35.38671,-94.42448
8746,46.157035,-123.407836
21,29.78037,-95.6295
8503,36.05967,-95.95785
6065,38.52177,-98.351255
1824,38.843321,-80.165185
4978,32.79729,-96.81072
6650,45.969109,-85.983939
645,37.0532,-107.7855
5377,40.2128,-75.3022
5043,28.15402604,-89.10355357
5541,27.834363,-82.049256
3340,31.745833,-102.546661
4594,27.4656,-98.0576
350,44.950425,-74.893685
2524,41.8312,-71.1239
4282,43.8914,-73.3961
1355,37.05648,-88.35108
4001,47.476831,-92.967271
2942,29.7574,-95.36843
699,38.789076,-104.805626
505,30.148196,-90.909296
4918,29.76012,-95.3638
851,30.8627,-93.3751
349,41.53792,-90.46649
4196,42.027734,-93.639466
1365,40.202236,-105.236697
442,32.1134,-106.848
4432,30.28904,-97.83129
163,30.029033,-89.900517
9081,36.08256,-95.67245
2344,33.35271,-82.1441
4057,46.29,-96.0428
6123,26.19857,-98.22361
1642,42.7654,-71.124025
8213,35.9069,-79.0617
1398,38.232627,-104.607257
7022,39.0839,-82.3328
7166,27.79914,-97.57217
5641,40.926075,-87.347702
3438,31.9809,-102.6344
1729,30.1603,-93.3458
7520,33.9366,-116.5722
5509,29.85,-94.91
8400,40.08532,-88.24146
2410,33.44136,-81.93123
385,29.95135,-95.24966
3256,40.1434,-104.7515
3209,44.3353,-93.2894
1594,40.7341,-73.98868
4330,40.0979,-104.7745
6342,34.74942,-79.394945
5780,41.8825,-112.1964
7322,41.861,-89.4548
3420,39.58386,-81.68042
6543,40.44692,-79.88594
811,29.752733,-95.459855
4589,29.75816,-95.36782
5410,41.7494,-72.6536
1146,36.1592882,-95.9964783
7764,39.74874,-104.99196
7962,39.74708,-104.98968
2890,32.911,-84.3059
9243,32.7214,-114.7097
2790,32.388369,-90.906375
3712,40.76497,-111.92439
607,47.559109,-92.518973
4039,39.6524,-77.6805
826,44.4289,-89.7817
2183,42.24668,-84.40311
8459,38.69439,-90.147709
4476,42.023456,-110.569218
4509,38.277541,-77.314301
323,40.432403,-80.911512
8293,39.74948,-104.99537
5098,40.266583,-104.734944
8106,33.305465,-97.883523
1033,46.172817,-123.17502
9111,32.77054,-83.4378
1257,39.7622,-86.1667
7010,42.9767,-89.0492
4244,34.64,-87.0583
8782,37.7903,-97.5217
1191,37.7089,-78.2878
6082,28.787739,-81.081861
7769,42.167,-83.5318
538,42.0247,-93.6069
5411,32.4853,-83.6036
4928,29.752554,-95.3704009
64,40.7711,-73.9911
510,45.0540601,-84.8895541
7580,30.1456,-97.2708
7096,31.788115,-85.977613
6480,40.870035,-98.045509
3965,32.6105,-95.1957
4121,38.725445,-90.459672
2027,27.4969,-99.4044
5964,40.8737,-75.9936
813,36.538,-87.54235
5880,34.04807,-117.53933
8379,34.6128,-81.8209
5272,35.558773,-97.638537
6939,32.3564,-90.2125
8305,29.77553,-95.77784
4643,30.006,-96.8885
7933,40.69259,-73.987265
3793,19.70467,-155.06314
6190,34.5923,-92.2166
973,39.271307,-76.618519
5200,40.34361,-80.60667
5248,44.8236,-68.7106
8447,35.5816,-94.81918
2791,40.6111,-80.630833
4967,38.1181,-78.2139
1663,36.435,-78.9619
2380,29.5454,-90.39736
9217,32.84142,-104.40106
8913,34.00771,-117.94262
828,34.036441,-117.902294
348,35.811815,-83.969576
8962,37.4767119,-87.8200159
7930,46.90361,-97.26349
5065,42.336667,-71.108333
1171,35.665695,-101.43327
4084,40.7478,-74.0719
2939,32.79866,-96.80541
2780,40.442188,-80.000854
5996,38.766667,-85.004167
5814,40.7259,-73.5885
4692,26.631667,-81.761389
716,41.8151,-88.2265
7845,31.502598,-101.911987
3173,39.842015,-83.110295
3449,37.534,-79.357
692,27.19545638,-90.02698449
441,32.9208727,-96.7734911
7958,48.40152,-102.91418
6144,42.0099,-71.6701
7091,36.732833,-107.976889
4777,40.457201,-104.664686
8515,34.074052,-118.437913
6007,36.22911,-83.71536
1195,41.1706,-73.1843
3839,27.954444,-82.341111
767,32.877917,-83.223889
3898,29.75815,-95.36783
1631,37.925417,-87.904972
1,33.29857,-96.53586
8679,40.12921,-77.16726
91,32.005411,-93.387823
5051,29.82204,-95.24071
1487,30.035647,-94.13335
428,36.24005,-120.32416
2640,35.46901,-97.51645
6224,41.582324,-109.254508
4126,32.3575,-97.203888
7136,42.91793,-76.84617
251,38.209317,-85.847511
4077,40.25703,-80.25403
324,36.29423,-115.28183
4919,29.76012,-95.3638
1403,39.69375,-85.721222
745,30.443309,-87.774276
1334,39.02401,-78.333
6234,44.21336,-86.284609
6074,28.48079,-81.21875
9037,36.808889,-76.304251
5952,29.62879,-90.91768
1019,40.6553,-74.1124
6181,29.734346,-91.482148
1896,39.894919,-81.015146
3455,38.6335,-87.2262
8775,32.83666,-117.152262
4862,27.469638,-82.458781
5182,39.200734,-77.456357
1709,33.1408,-117.3342
7476,35.9359,-120.8405
6702,39.75136,-104.99465
9174,32.78882,-97.34363
2193,31.955057,-93.68166
3794,19.716,-156.03327
8954,37.986835,-86.769568
129,33.8504,-118.395
4429,41.4947,-88.125
5496,26.28884,-80.16458
398,30.45407,-97.72091
7412,35.9515,-120.8679
2413,37.0467,-88.3506
155,29.981116,-93.952389
7800,39.310114,-87.331644
5300,39.74714,-104.99658
1803,42.50911,-94.31383
1529,33.705796,-91.238099
7966,33.22345,-97.7372
8270,29.7606,-95.36588
5578,35.4711,-97.6733
4750,38.094095,-121.380788
43,35.4711808,-97.516602
3693,41.5563,-93.5283
5835,40.0614,-111.7294
6297,30.579059,-87.398582
854,31.492253,-87.898805
4241,29.76012,-95.3638
3419,43.12195,-79.044518
435,35.95232,-120.86046
4799,34.4341,-92.9046
5067,38.86662,-86.19976
2543,39.33367,-80.23478
4380,29.10769,-96.5409
8380,40.6008,-74.2664
3486,28.570964,-96.83341
105,30.81425,-83.35981
4536,39.281072,-81.637901
819,38.37327,-82.75861
7542,27.300623,-90.135
8823,42.2207,-71.7673
3470,41.50945,-83.35028
67,40.768,-73.9515
1953,35.53376,-97.52976
3001,29.94914,-90.07633
8123,29.238103,-89.386139
3863,43.0668,-92.1579
7963,39.74708,-104.98968
2363,40.024535,-105.027726
1607,36.66616,-97.07163
5582,32.9748,-102.7432
6667,39.74933,-104.99275
6176,27.8708,-81.8253
7030,29.75894,-95.37096
8579,44.5047,-70.2403
8786,38.4464,-96.0651
4016,60.74565,-150.857239
8824,42.726075,-71.122203
2937,32.79866,-96.80541
4022,29.756666,-95.366421
3052,44.791101,-89.700253
1338,40.324304,-76.540722
5230,32.7131,-103.31
1859,27.89808,-81.884525
9122,37.6528,-121.0172
8555,44.297222,-96.717222
2234,29.34358,-98.64637
5686,43.05085,-76.15701
2217,44.7956,-92.9119
1888,39.7541032,-105.0002242
1921,35.345247,-80.682062
6331,35.038889,-120.589722
5352,31.2546,-88.0299
166,38.384444,-82.598528
8747,44.3559,-89.054
3817,41.742637,-76.447847
596,32.684066,-117.125996
7028,41.5711,-73.9739
2936,32.79866,-96.80541
2925,39.1792,-84.5053
365,40.7948,-79.70017
8680,33.996428,-98.553358
419,40.085371,-85.658666
6268,41.3918,-89.8752
454,27.809555,-97.457489
8820,40.16996,-74.770507
6298,36.14189,-77.21939
1688,35.1268513,-119.1855785
4270,31.905326,-93.173636
5701,41.214458,-80.51728
1971,37.76205,-121.95817
3053,45.6391,-89.421
1017,38.3844,-81.7764
6976,35.9978,-95.9567
6656,41.6317,-87.1728
6845,45.807146,-120.179785
7380,29.78579,-95.60646
3692,39.744228,-104.9867131
2725,29.75816,-95.36782
8572,42.406821,-83.556249
1357,29.75806,-95.36401
3960,31.379806,-89.260583
3652,37.6578,-89.5119
6143,40.0606,-74.1672
1050,39.30487,-81.56691
3187,40.02281,-105.01822
4585,29.75816,-95.36782
1411,32.458249,-97.036607
8919,33.8147,-83.6969
4125,30.86936,-92.610974
6637,37.70535,-81.226891
5409,35.19414,-119.56753
8803,30.208604,-91.011128
472,33.520058,-86.807637
4273,33.2644,-94.069639
8403,38.94601,-92.33328
342,41.211242,-80.81682
8871,34.766792,-87.601169
8209,41.88449,-87.62314
6608,37.158302,-104.565527
7129,28.51343,-96.794646
4704,40.7369,-122.3223
6473,48.9905,-122.2733
8518,29.6397,-82.3486
2587,45.9122,-122.8286
9196,36.7561,-108.05952
8236,28.1910036111,-88.4956952778
198,28.3909,-96.3332
1414,32.962749,-96.534024
6878,29.75754,-95.37039
8607,40.197778,-86.910833
2061,29.6255,-95.067
80,45.442417,-98.787139
6170,30.4319,-88.1825
5692,60.6766,-151.37705
267,40.719022,-86.435982
1461,41.89246,-89.03439
6498,36.6513,-120.5833
2075,36.9333,-82.1997
566,35.00019,-80.16765
269,40.081111,-84.591667
8741,35.50851,-97.41887
6509,33.6968,-95.5577
6873,31.926833,-104.021639
2414,42.774,-82.4818
8605,43.18294,-95.50569
6335,39.082643,-82.957147
2341,39.732754,-75.517487
845,29.555893,-95.441863
4423,32.3994,-97.4078
1283,33.043321,-96.945276
1583,29.682045,-91.456159
7328,30.94845,-87.17817
897,35.156568,-84.958905
8609,41.6775,-97.982222
8318,36.1125,-95.9917
6044,29.858333,-94.886944
1391,35.043927,-106.736325
4997,35.5512,-118.93057
3715,30.1603,-81.5164
154,28.98037,-95.38396
7353,29.575785,-98.029915
6500,40.8556,-75.8781
6460,44.5241,-88.0031
422,35.09233,-119.407371
7544,29.7334229,-95.4325786
2060,32.239218,-93.520564
1600,40.123384,-75.895918
6048,35.45087,-97.64588
